id, folding
bpRNA_RFAM_10814,.((((.((((.(((((((((.(.(..((((((((...........))))))))..).).))))))))).)))).))))..
bpRNA_CRW_39320,((((((..((((.........)))).(((((((...)))))))(((((((.....)))).)))...))))))........
bpRNA_RFAM_18773,.(((((((.((.(((((((.((.((((((((..((.........))...)))))))).)).)))))))..)).)))))))
bpRNA_RFAM_33617,(((((((.......)))).)))...(((.((((...)))).)))....((((((((.(((....)))))))).)))....
bpRNA_RFAM_27319,....(((((.((.(((.(((((..((.........(((((....)))))))..))))).))).)).....))))).....
bpRNA_RFAM_18760,((((((.(((((((.(((((((((((..(((((((.........).))))))..)))))))))))..)))))))))))))
bpRNA_RFAM_27130,........((((...(((((...)))))..))))...........(((((.(.(((.........)))).))))).....
bpRNA_RFAM_15489,...........(((((.....((((((.(((((((.((((......)))).).)))))).)))))).....)))))....
bpRNA_RFAM_33713,.....(((((.((.....)).)))))((((...((.((((..((.(((((.......)))))))..))))))...)))).
bpRNA_RFAM_14485,.((((..((((.((((((.(((.((((((((((...........)))))))))).)))..)))))).))))..))))....
bpRNA_RFAM_19421,((((((.((((((((((((((((((.((((((((((.(....).)).)))))))).)))))))))))))))))).))))))
bpRNA_RFAM_6962,........((((((((((....))))))))))(((((((((((..((((....))))....)))).)))))))........
bpRNA_RFAM_19342,.....(((.((((.(((..(((((.((((((((((................)))))))))))))))..))).))))..)))
bpRNA_RFAM_17068,......((...(((((.(((..(((((((.....(.((((((....)))))))))))))))))))).))...)).......
bpRNA_RFAM_22398,..(((((((((..((((.(((((((....(((((.((.....))))))))))....))))..))))..))))..)))))..
bpRNA_RFAM_11115,.(((.(((..(((((((((((((((((((.(((((........)))..)).)))))))).)))))))))))..))).))).
bpRNA_RFAM_10868,..(((((.(((((((((((.((((((((((..(.((........)).)..))))))))))))))..)))))))..))))).
bpRNA_RFAM_19323,....(((..(((..(((..(((((.(((((((((((..............))))))))))))))))..)))...))).)))
bpRNA_RFAM_20585,......((((((((.(......).)))))))).(((((...(((................)))....))))).........
bpRNA_RFAM_18305,..........(((((((.......)))))))..(((((.((....))....)))))...(((((((((...))))))))).
bpRNA_CRW_29130,(((((((..(((..........)))(((((.........)))))...(((((.......))))))))))))..........
bpRNA_RFAM_34694,...(((........((.(((((((......))))))).)).....(((((((...))))))).)))...............
bpRNA_RFAM_19565,......(((.((((..(((((((((..(((((((((..........)))))))))..))))))))).)))).)))......
bpRNA_RFAM_19876,...(((((((((((((((.((((((((((((...((((.(......).))))))))))))).))).)))))))))))))))
bpRNA_RFAM_28086,.......((..((((..((((((((((.((((....)))).))))))))))..(((((((.....))))))).))))..))
bpRNA_RFAM_19420,....(((((((((((((((((.((((.((((.((((.........)))).))))))))..))))))))))))).))))...
bpRNA_RFAM_24134,.(((((((((((....)))))..)))))).((((((((.......))))))))(((.((.(((.......))))).)))..
bpRNA_RFAM_21431,..((((((..((.((((.(((((.(((((.((((.............)).)).)))))))))).)))).))..))))))..
bpRNA_RFAM_18746,((((((.((((((((((((.((((((((((.(((((.........)).)))))).))))))).))))))))))))))))))
bpRNA_RFAM_21955,((((((((((((((((.((((((((((((((((..(.........)..)))))))))))))))).))))))))))))))))
bpRNA_RFAM_21701,.(((((((.((((((((((((((((((.((((..((((...))))..))))..))))))))))))))).))).))))))).
bpRNA_RFAM_41385,(((((((((.....)))))).))).........((((....(((((((((((((....))))))))))))).....)))).
bpRNA_RFAM_19414,(((.((.((((..((.((((((.((.((((((((((.........)))))))))).))))))))..))..)))).)).)))
bpRNA_RFAM_20547,.(((((((((((((((((((((((.(((((((((.((......))..))))))))).))))).))))))))))))))))))
bpRNA_RFAM_33704,................(((((....(((((....)))))...((.((((......)))).))..))))).(((...)))..
bpRNA_RFAM_15486,..(((.((((.....((((......((.(.((((.(((((......)))))...)))).).)).))))....)))))))..
bpRNA_RFAM_24923,((((...................))))...(((((.....((((..................)))).......)))))...
bpRNA_RFAM_28099,..(((....)))...(((((((((((..........((((((((.....)))))))).........)))))))))))....
bpRNA_CRW_30579,.........(((((((((((......))))...(.(((((.......))))).)..(((((.......)))))))))))).
bpRNA_RFAM_23557,.((((((.((((.((((((.(((((.(((((.(((((((...))).)))).))))))))))..)))))).)))))))))).
bpRNA_RFAM_21602,(((((((.((((((((((((..(((.((((.(((((.........))))))))).)))...)))))))))))).)))))))
bpRNA_RFAM_19570,....((((((.(.((.((((((((((..((((((((.(.......)))))))))..)))))))))).))).))))))....
bpRNA_RFAM_14749,.(((.(((((((((.(((((..((.(((.(((((.((((....))))))))).)))))..))))).))))))))).)))..
bpRNA_RFAM_33701,...(((((((((..(((....)))((((......))))......))))))))).....(.((((....)))).).......
bpRNA_RFAM_22738,........((((....)))).....(((..(((.(((((...((((((((...))))))))..)))...))))))))....
bpRNA_RFAM_23556,.((((.(.((((.((((((.(((((.(((((.((((..........)))).)))))))).)).)))))).))))).)))).
bpRNA_RFAM_24058,(((((..((.((.((..((((......(((((.(.........).)))))......))))...))...))..))..)))))
bpRNA_RFAM_5591,((.(((..((((((((((((((.((.(((((.(((.(((...))).)))))))).)).)))))))).))))))..))).))
bpRNA_RFAM_24916,..................(((((.....)))))...((((((...((((((........))))))....))).))).....
bpRNA_RFAM_7447,.((((((..((((......((..(((((.....(((((.......))))).....)))))))......))))..)))))).
bpRNA_RFAM_31433,......((((......((((((((((((.......)))))...)))))))))))...........................
bpRNA_RFAM_8945,((....((((((((..(((((((((((......)))).)))))))...)))))))).))......(((((....)))))..
bpRNA_RFAM_18684,((((((((((((((((((...(((((((.(((((..(((.....))))))))))).))))...))))))))))))))))))
bpRNA_RFAM_35697,.((((((((.......(((..(((.(((....))).)))))).......))))))))((((((((((...)))))))))).
bpRNA_RFAM_19579,........(((((((...((((..(((.....(((((..........))))).....))).))))...)))))))......
bpRNA_RFAM_6179,.................................((((.......))))........((((((((.....))))))))....
bpRNA_RFAM_37397,...((((((((....))))))))...((.((.((....)))).))...(((....(((((..........)))))...)))
bpRNA_RFAM_8955,.......(.((((.....)))).)......((((....(((((((((((........))))).))))))...)))).....
bpRNA_RFAM_19021,....(((.(.((((((.(((((((((((((((((((((...))))))..)))))))))).))))))))))).).)))....
bpRNA_RFAM_11967,...(((....))).((((((((......))......))))))......((.(((((........))))).)).........
bpRNA_RFAM_39946,......((.....(((.....)))....))......................(((((.....)))))..............
bpRNA_CRW_32361,(((((((((((((.(.(((.........)))..).)))))).....(((((.......))))))))))))...........
bpRNA_RFAM_20587,.........((((((...((((..(((...(((.(((...((((......))))))).))).))).))))...).))))).
bpRNA_RFAM_11107,(((.((((..(((((((((..((((((((.((.................)).))))))))..)))))))))..)))).)))
bpRNA_RFAM_21866,.(((..((((.((((.(((..(.((((((.((((((.........)))))).)))))))..))).)))).))))..)))..
bpRNA_RFAM_21954,(((.(.((((((((.((.((.((((((((((...........))))))...)))).)).)).)))))))).).))).....
bpRNA_RFAM_37305,(((((((((((....)))))))))))...((((.(........)..))))......(((((........))))).......
bpRNA_RFAM_11900,((.((((((((((.(.(........(((.((((....)).))))).....).).))))).))))).)).............
bpRNA_RFAM_26320,((((.....(((...((((.(((((((((...))).))))))..((((((....)))))).....))))...)))..))))
bpRNA_RFAM_20221,((((((((.((((((((((((..(((((((((((((((...)))))))).)).)))))..)))))))))))).))))))))
bpRNA_RFAM_17071,.((((((((((((((((.....)))))))))..))))...)))(((((..((((........))))..)))))........
bpRNA_RFAM_35685,(((((....)))))..((.(.(((.(((....))).))).).)).............((((((..((...))..)))))).
bpRNA_RFAM_22657,.......((((((...((((((....))))))...((....)).(((.(((((.......)))))...)))))))))....
bpRNA_RFAM_24926,.....((((((((.....((...(((.((((......................))...)))))..))..))))))))....
bpRNA_RFAM_5695,...........((((((.......))))))........((((...((((.((((((....)))).)).))))...))))..
bpRNA_RFAM_1940,(((((((..(((..(.((((...((.((((((((..((((.....))))))).)))))..))...))))))))))))))).
bpRNA_RFAM_1213,((((((((((((((.(((((.((((((((((.......)))))).))).....).))))).))))...)))..))))))).
bpRNA_RFAM_6073,.(((((((.((((...((((.(((........))).))))....((((......))))...))))))))))).........
bpRNA_RFAM_37405,.............((((((....((..((((............))))..)))))))).((((((....)))))).......
bpRNA_RFAM_18744,..((((..((((.......))))..)))).....(((((((...)))))))...((((((((..........)))))))).
bpRNA_RFAM_20592,.........((((.(((..(((((((.((((.((((((....)))))).)))).)))))))))).))))............
bpRNA_RFAM_19573,...(((.(((((((..(((((((.(((...(((((.((.......)))))))...))).))))))).))))))).)))...
bpRNA_RFAM_22304,..............((((...((((((((...(((((((((((......))))).))))))....)))))))).))))...
bpRNA_RFAM_17509,......((((.....((((....))))....))))..(((((......)))))((((((((((....).)))))))))...
bpRNA_RFAM_33729,.(((....((((.....))))..)))..(((((.((..((((..((((((.(.......))))))).)))))).)))))..
bpRNA_RFAM_21587,((((((((((.(.(((((((((((.(((((.((............)).)))))..)))).))))))).).)))))).))))
bpRNA_RFAM_24918,(((.....(((......((.....))...)))..)))((((((.((...((..((........)).))...)).)))))).
bpRNA_RFAM_24005,((((.(((.........)))..))))......((((.(((.(......).)))))))..............(((...))).
bpRNA_RFAM_35701,...((((((...))))))...(((.(((....))).)))...(((.......))).((((((.((......)).)))))).
bpRNA_RFAM_37400,....(((((((....))))))).....(((((......))).))....(((.(....(((((((...)))))))..).)))
bpRNA_RFAM_31957,(((((...((((..(((.((((.....)))).))).)))))))))(((((((...))))))).(((((...))))).....
bpRNA_RFAM_19568,...(((..((.(((((((.(((((((......)))((.(((....)))))..))))))))))).)).)))...........
bpRNA_RFAM_11933,..(((......(((.((.((......(((.((((..(.((......)).).)))).)))......)))).)))...)))..
bpRNA_RFAM_20590,............((((((((((.(((..((.(((.((......))...))))))))..))))))).)))............
bpRNA_RFAM_24924,..((((........))))(((((((......(((((..((.((........))))....)))))......)).)))))...
bpRNA_RFAM_21895,.(((.(((((.((((((((...(((((((((................)))))))))....)))))))).))))).)))...
bpRNA_RFAM_7618,....(((((((((((((((((((.((((((.....................))))))))))))))))))))))))).....
bpRNA_RFAM_15997,((((......))))....((((..((((((.....((((...............)))).....))))))...)))).....
bpRNA_RFAM_35696,...........(((((.((.(((.(((....))).)))...)))))))........((((((.(((....))).)))))).
bpRNA_RFAM_35667,.............(((((..(((.....))).)))))(((((((.....)))))))..(((((..((....))..))))).
bpRNA_RFAM_10114,(((((.(((((((((((((((((...((((.......))))...))))))).....))))))........))))..)))))
bpRNA_RFAM_18729,..((((((((((..((((....((((..(....)..)))).....))))..))).)).)))))..................
bpRNA_RFAM_35661,((((......))))......(((.(((....))).)))(((............)))((((..((((....))))..)))).
bpRNA_RFAM_1679,((((((((((((........)))))(((((((...)))))))((((....))))..(((((.......)))))))))))).
bpRNA_RFAM_39719,((((((((.(.....)))))))))(((((((((((((....)))))))))))))(((((((((........))))))))).
bpRNA_RFAM_39722,((((((((.(.....))))))))).(((((((((((((.....)))))))))))))(((((((.(.....).).)))))).
bpRNA_RFAM_19561,.....((((((((((((((.(........).)))))).((((((.(((.......))).))))))...)))))))).....
bpRNA_RFAM_25623,((((((((....))))))))(((((...(((((.....))))))).))).....(((.(((((((.....))))))).)))
bpRNA_RFAM_29935,((((...((....)).))))......(((((((((((((.....)))))))))))))............((((....))))
bpRNA_RFAM_11607,.(((((.((.(((.......))).(((((((((....((((..........))))..)))))))))......)).))))).
bpRNA_RFAM_11114,((..(((.((((((((((((.((((((((.(.(((..........))).).)))))))).)).)))))))))).)))..))
bpRNA_RFAM_21434,..(.((((.(((..((((((.((.(((((.(((((...........))).)).))))))).))))))..))).)))).)..
bpRNA_RFAM_19578,.((((....((((...((((((((..((((((((((..........))))))))..))))))))))..))))..))))...
bpRNA_RFAM_38776,((((..........(((.((((((((((....((..(((((........)))))..))...)))))))))).)))))))..
bpRNA_RFAM_11108,((((((((.((((((((((..((((((((((.....((....)).....))))))))))...)))))))))).))))))))
bpRNA_RFAM_17056,..((((((((....))))))))..((((..(((((....(((((.....)))))....)))))..))))............
bpRNA_RFAM_25091,.......(((((((((..((((((((((((.....)))))....)))))))..................)))).)))))..
bpRNA_RFAM_19287,(((..(.(((((((((((((((((((.(..((.((((.......)).)).)).))))))).))))))))))))))..))).
bpRNA_RFAM_19748,(((((((..(((((((((.(((.((((((.(.(((((((.....)))))))).)))))).))))))))))))..)))))))
bpRNA_RFAM_10100,(((((((((((....))))))...(((((((..........)))))))((((.(((.((.....)).))).)))).)))))
bpRNA_RFAM_6155,.((((.((.(((.((((((..((.((((.((((..................)))))))).)))))))).))).)).)))).
bpRNA_RFAM_34557,((((.........((((((...((((((............)))))).....((.((((...)))).))))))))))))...
5ah5-1-D,((((((((((((....((((......)))))))))....(((......)))..(((((.......))))))))))))....
bpRNA_RFAM_20952,(((((.((((((((((((.(((((.(((((((((..((......)).))))))))).))))))))))))))))).))))).
bpRNA_RFAM_35704,..........((((((..((((..(((.....)))..))))......))))))...(((((((((......))))))))).
bpRNA_RFAM_16435,.......((((((.(((((((.....((((...((..((....))..))..))))......)))))....)).))))))..
bpRNA_RFAM_29826,.......((((.......(((((((((((((((..(((((....))))).))))))).......)))))..))).))))..
bpRNA_RFAM_16434,.....(((((((......)))))))........(((((....((((((((((((...)))))).....)).)))).)))))
bpRNA_RFAM_7764,.(((((.......((((((((((((...))))))))))))((.((......)).))..(((((....)))))...))))).
bpRNA_RFAM_25628,(((((((......)))))))((((........))))........(((...)))........(((((....)))))......
bpRNA_RFAM_35721,................(((((((.(((....))).)))..))))............(((.((((((....)))))).))).
bpRNA_RFAM_1727,((((((((((..((((.((((..(..((((((............))))))..)..)))).))))....)))..))))))).
bpRNA_RFAM_11603,(((((.(((.((....))))))))))(((((((....((((.......)))).....)))))))..(((((....))))).
bpRNA_RFAM_24092,..((((.((((..((......))...(((((((.......)))))))........(((......)))...)))).))))..
bpRNA_RFAM_37444,...(((.((((.(((....))).))))..))).(((.......)))..(((.((((.((((....))))..))))...)))
bpRNA_RFAM_11618,........(((...(((.((((.(((((((((....((((.((.....)).))))..)))))))))))))..)))...)))
3am1-1-B,(((((((((..(((((((....)))))))(((....)))((((((....))))))((((.......)))))))))))))..
bpRNA_RFAM_21644,.....((..(((.(((.(((((..(((((((((.....))).))))))..).)))).))).)))...))............
bpRNA_RFAM_22180,..((((...((((...((.(((((((((((((((.((............)).))))))))))))))).)).)))).)))).
bpRNA_RFAM_6869,.(((((((((((.....)))))))))))((.(((.......((((((((...))))).))).........))).)).....
bpRNA_RFAM_20582,...............((.((((...((((((((((((((....))))))))))))))...)))).))...............
bpRNA_RFAM_41254,.(((..(.((((((((((((............)))))))))))).).(((((((((((....)))))))))))...)))...
bpRNA_RFAM_19869,.....(((((..((((((.(((((((((((((((...((.....))...))).))))))))).))).))))))..)))))..
bpRNA_RFAM_20624,...............((((((((..(((((((.((((((....)))))).)))))))..))))))))...............
bpRNA_RFAM_37313,................((.((((....((....))..)))).)).((((((..(((......)))....)))))).......
bpRNA_RFAM_10912,((((((((((((((((((((((((...((((...((((....))))....)))))))))).)).))))))))))))))))..
bpRNA_RFAM_35669,............(((((...(((.....))))))))(((((((.......)))))))...((((((......))))))....
bpRNA_RFAM_22395,....((((((.((((((....(((((....((((((........))))))))))).......)))))).)))))).......
bpRNA_RFAM_22992,.......((((((((((...((((..(.(((((...))))))))))..((((.......))))....)))))))).))....
bpRNA_RFAM_18860,.....(((((.((.((((((((((...(((((((((....(((......)))))))))))).)))))))))).)).))))).
bpRNA_RFAM_12040,(((((((.(((((....(((....)))....))))).))))))).............(((((.........)))))......
bpRNA_RFAM_42089,...............................((((((((((........(((((((.....)))))))..))))))))))..
bpRNA_RFAM_20604,..(((((.....)))))....((((((((..((..((((((..........))))))..))))))).)))............
bpRNA_RFAM_17501,(((((((((((((((........((((.(((((.((((........))))))))).))))))))))).......))))))))
bpRNA_RFAM_22147,.(((((((((..((.((((((((((((((((.(((((.......))))).)))))))))))))))).))..)))))).))).
bpRNA_RFAM_20622,(((((.((........(((((((..(((((((.((((........)))).)))))))..)))))))......)).)))))..
bpRNA_RFAM_20608,...........(((.((((((((..((.(.((.((((((....)))))).))).).)..)))))))).)))...........
bpRNA_RFAM_16382,.......(((.(..((.((((...))))..))..))))(((((..((((........))))....)))))............
bpRNA_RFAM_17953,((((..(((..(((.(.((((...((.(((((((.((((....)))).))))))).))....))))..).))))))..))))
bpRNA_RFAM_1730,(((((((..(((.((....))..)))((((((.......))))))(((....)))..(((((.......)))))))))))).
bpRNA_RFAM_20621,...............((((((((..(((((((.((((((....)))))).)))))))..)))))).))..............
bpRNA_RFAM_7924,((((......(((......((((...(((((...))))).))))((.(((..(.........)..)))))..)))...))))
bpRNA_RFAM_1228,(((((((.......(((......)))((((((.......))))))(((....)))..(((((.......)))))))))))).
bpRNA_RFAM_33121,....(((..(((((((...((((..((((....)))))))).)))))))..)))....((.((.((((....)))).)).))
bpRNA_RFAM_24025,.(((........(((((((((((...(.(((.........))).)..))....))))))))).......)))..........
bpRNA_RFAM_37385,....((((.((((((((((((.....))))).....))).)))).))))......((((((........)))))).......
bpRNA_RFAM_2214,((((((.(((((((.....))))))).......((((((((((((((((...)))))).))))...)).))))...))))))
bpRNA_RFAM_28189,..((((((((((((((((((((((....)))))(((((.........))))).......))))))))).)))))))).....
bpRNA_CRW_44473,(((((((..((((........)))).((((.........))))(((((((....))).))))...)))))))..........
bpRNA_RFAM_5562,(((..(((((((..((((((((.((.(((((.(((((.......)).)))))))).)).))))))))...)))))))..)))
bpRNA_RFAM_24031,..((((((.......((((((((((((...((.((((.........)))).))...))))).)))))))......)).))))
bpRNA_RFAM_40304,((((((((((...))))))))))..(((((.(.((((((..((((...((((....))))..)))).)))))).).).))))
bpRNA_RFAM_37303,...((.(((((....))))).))........(((.....((.(((....(((((........)))))....).))))..)))
bpRNA_RFAM_10843,((.(((((....((((((((.(((..((((((((.............))))))))..))).))))))))..))))).))...
bpRNA_RFAM_1335,(((((((.(((((.((((.....)))).)))))............(((....)))..(((((.......)))))))))))).
bpRNA_RFAM_42250,..((((.(((.(((.(((((((((((...)))))))).)))...)))...))).)))).((((........)))).......
bpRNA_RFAM_4645,..((((((((((.((((....))).).)))))))))).......(.((((.(((..((((....))))...))).)))).).
bpRNA_RFAM_5404,...((((...(((.......(((((((((..............))))))))).......)))..........))))......
bpRNA_RFAM_18698,(((.........((((....))))....(((((((....((((((...))))))....))))))))))..............
bpRNA_RFAM_40305,(((((((.((...)).)))))))...(.((.((((((((.(((..((((.......)))).)))...)))))))).)))...
bpRNA_RFAM_32527,....(((.(((((((((.........))))))))).)))...........(((....)))(((((((((....)))))))))
bpRNA_RFAM_34885,((((((((...........((((......))))))))))))((.((((((((((....)))))))))).))...........
bpRNA_RFAM_19427,(((.((.((((((((((((((.(((.((((((((((..........)))))))))).))).)))))))))))))).))))).
bpRNA_RFAM_29972,((...((((((((((....))))))))))...)).(((((((...)))))))...(((((((...)))))))..........
bpRNA_RFAM_29896,........(((...(((.((...((...((((.((((((...........))))))))))...))...)).)))....))).
bpRNA_RFAM_4604,.(((((.(((((((((((((((((((((.....(((...((((....)))).))))))))))))))))))))))))))))).
bpRNA_RFAM_37302,....(((((((....))))))).(((((.(((((........)))).).)))))...((((((......)))))).......
bpRNA_RFAM_37392,(((((.((((((((((...(((.(......).)))...))))..))))))...)))))((((((....))))))........
bpRNA_RFAM_33822,..(((((((.((((.((((.....(((((......))))).(((((......)))))...)))).)))).))))))).....
bpRNA_RFAM_23286,.(((..(((((....((((...))))....)))))((((....))))((.(((((.(((((...))))).))))).)).)))
bpRNA_RFAM_28295,.....((((((((((((((.(((((((....)))))(((((.(.....).))))).......))))))))))))))))....
bpRNA_RFAM_7926,((((((((....(((((......)))))...))(.((((((((((((............))))))))...)))).)))))))
bpRNA_RFAM_17040,.....(((.((((((((.....(((((.....(.(((((((....))))))))))))).....)))).)).)))))......
bpRNA_RFAM_20584,..............((.((((((..(.(((((.((((.......))))..))))).)..)))))).))..............
bpRNA_RFAM_33125,(.(((((.(((((.((((((...........)))))).)))))........(((((........)))))....))))))...
bpRNA_CRW_32330,((((((((.(((((.......)))))(((((.......)))))...((.((((...)))).)).))))))))..........
bpRNA_RFAM_19424,((..((.((((((((((.((((((.((((((.(((((.(....))).))).)))))).)))))).)))))))))).)).)).
bpRNA_RFAM_42252,...(((.((((((......((((((....))))))...))))))...)))((((..((.((.....)))).)))).......
bpRNA_SRP_530,(((((((((((((((..((((.....((((.....((....)).....))))...))))...)))))).)))))))))....
6jq5_A,((((((.......)))))).....((((.(.(((.(((.((((((....))))))))).))).)..))))............
bpRNA_RFAM_35695,..(((((......)))))((((((.((((....)))).))))))................((((((((.....)))))))).
bpRNA_CRW_54262,((((((.(((((.((...)).))))((((((........))))))....(((((((.......)))))))))))))).....
bpRNA_RFAM_29950,......(.(((((((((((.(......))))).))))))).)(((((..((((..........))))..)))))........
bpRNA_RFAM_37304,(((((.(((((....))))).)))))...........(((....)))(((......(((.((((...)))).)))....)))
bpRNA_RFAM_35620,..((..(((....(((.((((((((((.(((((((..(((....))))))))))))))))).))).)))...)))..))...
bpRNA_RFAM_7876,((((((((.(.....((..((((..(((......(((((......))))).....)))))))..)).....).)))).))))
bpRNA_RFAM_34548,.................(((((..((((.(((((...)))))....))))....(((........)))))))).........
bpRNA_RFAM_1338,(((((((.........(((((......(((((((....).))))))......)))))(((((.......)))))))))))).
bpRNA_RFAM_7675,(((((((..((.(((....((((((..((((..(((..((.........))..))).))))))))))))).))..)))))))
bpRNA_RFAM_1348,((((((((((((((.(((..((((.....))))....))).)).)))))........(((((.......)))))))))))).
bpRNA_RFAM_20612,................(((((((..(((((((.(((((......))))).)))))))..)))))))................
bpRNA_RFAM_25639,(((((((......)))))))((((........))))((((((....((((((....)).))))......)))))).......
bpRNA_RFAM_19429,(((.((.(((((((((((((((.(((((((((((((((...))))).)))..))))))).))))))))))))))).))))).
bpRNA_RFAM_20595,.................((((((..(((((((.((((........)))).)))))))..)))))).................
bpRNA_RFAM_31979,...(((((.((((........))))..)))))............((((((((((......)))....)).))))).......
bpRNA_RFAM_34889,.............(((((((((((.......)))......(((..((((((.((....)).))))))..)))..))))))))
bpRNA_CRW_25593,(((((((..(((....))).((.(((((((.......))))))).))(((((.......))))))))))))...........
bpRNA_RFAM_19085,.((((.((((((...(((((((...((((((..(((((((....)))))))))))))...)))))))...)))))).)))).
bpRNA_RFAM_12029,..........((((((((((((..((..((...((.((((....)))).))..))..))..))))).))).)))).......
bpRNA_RFAM_15598,....((((.(((((((((.......)))))(((...(((((...)))))..)))(((((.....)))))....)))).))))
bpRNA_RFAM_7405,((((((...((((..........(((((.....))))).......(((((((....)))))))......))))...))))))
bpRNA_RFAM_20614,.....................((..(((.((((((((((((((........)))))))).)).)))).))).))........
bpRNA_RFAM_33184,..(((((((((((((..(((.((.((..((.(((.......)))))..))))...))))))).))..)))))))........
bpRNA_CRW_26878,(((((((..((((((((.(.(((....(((((.......)))))...)))).)))).)))).....))))))).........
bpRNA_RFAM_24140,(((((((((((.(((.(((((.....)))))))).......(((......)))..(((((.....))))).)))))))))))
bpRNA_RFAM_17928,.(((((.(.(((((((((.((((.(((((.(((......)))))))...).))))..)))).......))))).).))))).
bpRNA_RFAM_29888,..(((..((((.((...((...((((.((((((((((((.....))))))))))))))))...))...)).))))...))).
bpRNA_RFAM_10079,.......((.((((......(((((((..(((......)))..))))))).....)))).)).(((((....))))).....
bpRNA_RFAM_12399,.....((((((...(((........)))............)))))).......(((((((((....))))))))).......
bpRNA_RFAM_29915,....(((((((......((...((((.((((((((((((.....))))))))))))))))...))......))))....)))
bpRNA_RFAM_33575,...................((((.((.......((((((((.........))))).))).......)).)))).........
bpRNA_RFAM_41245,((((((..(((((.(((((((..........))))))).))))).(((((((((((((....))))))))))))).))))))
bpRNA_RFAM_17038,.....((((..(((((.(((.((((((......(((((.((.....)))))))))))))..)))))).))..))))......
bpRNA_RFAM_32017,......((.((....((((((.(((((((((((((.....))))))).......)))...)))....))))))..))))...
bpRNA_RFAM_12197,((((((..((((((..(((((((.(((((....(((.....)))....)))))...)))))))....)))).))..))))))
bpRNA_RFAM_20573,...............((((((((..(((((((.((((((....)))))).)))))))..))))))))...............
bpRNA_RFAM_39840,(((.(.((((((((.((((((.((((((((.......(((....)))))))))))....)))))).)))))))).).)))..
bpRNA_RFAM_37322,.......(((((..((.((....)).)).....)))))....(((......((.(((((........))))).))....)))
bpRNA_RFAM_6874,(((((.....(.(((((........))))).).(((..(((((.........))))).)))................)))))
bpRNA_RFAM_20600,....(((((.........(((((..(((((((.((((((....)))))).)))))))..)))))))))).............
bpRNA_RFAM_21510,..(((((((((...((((((((((((.((((((........)).))))......)).)))))).))))..)))))))))...
bpRNA_RFAM_20586,.................((((((...((((((.((((........)))).))))))...)))))).................
bpRNA_RFAM_20597,...............(((.(((((((((((((.((((((....)))))).)))))))..)))))).))).............
bpRNA_RFAM_35719,..(((.((((...((((....(((.(((....))).)))))))...))))..)))..((((((.(((....))).)))))).
bpRNA_RFAM_20620,...............((.(((((..((((((..(((((......)))))..))))))..))))).))...............
bpRNA_RFAM_20593,.......(((((((((......)))))))))..(((((.((.((((......)))).)).))))).................
bpRNA_RFAM_23290,..(((.(((((...(((((...)))))...)))))(((....))).((((....((((((...))))))....)))).))).
bpRNA_RFAM_3515,.(((((((((((..((.(((..(((((((((...)))))))..))..)))..))..)))).....)))))))..........
bpRNA_RFAM_37245,...((((.(((((...((((..........)))).....))))).))))((.((((.((((.....))))..))))...)).
bpRNA_RFAM_9636,.((((((.(((.......)))..))))))(((((((((..((.......))....)))))))))((((.......))))...
bpRNA_RFAM_27421,....(((((..((...(((..((((....))))))))).)))))........((((..((((((......))))))..))))
bpRNA_RFAM_12033,((((..(((((((.......)))))))..))))..........(((((.........(((((.........)))))))))).
bpRNA_RFAM_20577,...............((((((((.(((.(((((((((........))))))))))))..))))))))...............
bpRNA_RFAM_22984,((((((.((((.((((......((((((((..(((....)))))))))))......)))).))))..)))))).........
bpRNA_RFAM_1502,(((((((..(((.(........).)))(((((((...))))))).............(((((.......)))))))))))).
bpRNA_RFAM_24035,(((((((((((..((((((...)))))).))))).((((((....((((((....))))))))))))......))))))...
bpRNA_RFAM_20609,.......(((.....(((((.(...(((((((.((((((....)))))).)))))))...).))))).....))).......
bpRNA_RFAM_31994,.........(((((......)))))......(((.((((((.............)))))))))...................
bpRNA_RFAM_42065,.....((((...........((((......))))(.(((.....))).)...((((((....))))))..........))))
bpRNA_RFAM_6431,((((((((((.((......)).)).))))))))...(((((....))))).........((((........)))).......
bpRNA_RFAM_15644,((((..((((((.((((........)))).))))))(((((....(((((.......)))))....))))))))).......
bpRNA_RFAM_28104,......(((((.(((..((((.....(((((((((..((........)).))))))))).....)))).))).)))))....
bpRNA_RFAM_33698,(((..(((((......(((((...(((((....))))).((.....((......)).....))..)))))...)))))))).
bpRNA_RFAM_39889,.((....))....((.((((((..(((((....))))))))))).))....((((((......)))))).............
bpRNA_RFAM_34346,(((((...(((((((..((((....)))).)))))))..(.(((.(((((((.........))))))).))).)..))))).
bpRNA_RFAM_41241,..(((((((((((((((((((....)))))))))))))))))))(((.(((....)))...))).....(((((...)))))
bpRNA_RFAM_8956,.........((((.....)))).....(((((((...((((((..((((((......))))))..).))))).)))))))..
bpRNA_RFAM_10643,...((((((....))))))((((((.......)))))).....(((.......))).....(((((((.....)))))))..
bpRNA_RFAM_40306,(((((((((.....)))))))))....((((.(((..((....(((.(((((....))))))))...)).))).))))....
bpRNA_RFAM_29947,.......((((......(..(.(((((((((((((((((....))))))))))))))))).)..)......)))).......
bpRNA_RFAM_20583,.......((....((.(((.(((..(((((((.(((((......))))))))).)))..)))))).))....))........
